ID	Batiment	Momentjour	Face	Emplacement	Bait	Age_building	Date	Tunder_mean	Tground_mean	xcoord	ycoord
S12morningNB2miel	S12	morning	N	B2	miel	33	2	20.2	19.9	730317.4875	5831745.595
S12morningNB2thon	S12	morning	N	B2	thon	33	2	20.2	19.9	730317.4875	5831745.595
S12morningNB3miel	S12	morning	N	B3	miel	33	2	20.2	19.9	730323.4175	5831751.253
S12morningNB3thon	S12	morning	N	B3	thon	33	2	20.2	19.9	730323.4175	5831751.253
S12morningNB4miel	S12	morning	N	B4	miel	33	2	20.2	19.9	730330.2337	5831749.685
S12morningNB4thon	S12	morning	N	B4	thon	33	2	20.2	19.9	730330.2337	5831749.685
S12morningNB5miel	S12	morning	N	B5	miel	33	2	20.2	19.9	730333.7781	5831748.458
S12morningNB5thon	S12	morning	N	B5	thon	33	2	20.2	19.9	730333.7781	5831748.458
S12morningSA1miel	S12	morning	S	A1	miel	33	2	20.3	23.8	730334.6789	5831709.094
S12morningSA1thon	S12	morning	S	A1	thon	33	2	20.3	23.8	730334.6789	5831709.094
S12morningSA2miel	S12	morning	S	A2	miel	33	2	20.3	23.8	730333.1793	5831705.345
S12morningSA2thon	S12	morning	S	A2	thon	33	2	20.3	23.8	730333.1793	5831705.345
S12morningSA3miel	S12	morning	S	A3	miel	33	2	20.3	23.8	730333.9291	5831700.301
S12morningSA3thon	S12	morning	S	A3	thon	33	2	20.3	23.8	730333.9291	5831700.301
S12morningSA4miel	S12	morning	S	A4	miel	33	2	20.3	23.8	730327.6586	5831697.956
S12morningSA4thon	S12	morning	S	A4	thon	33	2	20.3	23.8	730327.6586	5831697.956
S12morningSA5miel	S12	morning	S	A5	miel	33	2	20.3	23.8	730323.2963	5831699.455
S12morningSA5thon	S12	morning	S	A5	thon	33	2	20.3	23.8	730323.2963	5831699.455
S12morningSB1miel	S12	morning	S	B1	miel	33	2	20.3	23.8	730338.973	5831707.254
S12morningSB1thon	S12	morning	S	B1	thon	33	2	20.3	23.8	730338.973	5831707.254
S12morningSB2miel	S12	morning	S	B2	miel	33	2	20.3	23.8	730337.7461	5831703.437
S12morningSB2thon	S12	morning	S	B2	thon	33	2	20.3	23.8	730337.7461	5831703.437
S12morningSB3miel	S12	morning	S	B3	miel	33	2	20.3	23.8	730336.7237	5831696.893
S12morningSB3thon	S12	morning	S	B3	thon	33	2	20.3	23.8	730336.7237	5831696.893
S12morningSB4miel	S12	morning	S	B4	miel	33	2	20.3	23.8	730326.2272	5831693.866
S12morningSB4thon	S12	morning	S	B4	thon	33	2	20.3	23.8	730326.2272	5831693.866
S12morningSB5miel	S12	morning	S	B5	miel	33	2	20.3	23.8	730321.933	5831695.297
S12morningSB5thon	S12	morning	S	B5	thon	33	2	20.3	23.8	730321.933	5831695.297
S12morningWA1miel	S12	morning	W	A1	miel	33	2	19.5	19.6	730316.5569	5831703.408
S12morningWA1thon	S12	morning	W	A1	thon	33	2	19.5	19.6	730316.5569	5831703.408
S12morningWA2miel	S12	morning	W	A2	miel	33	2	19.5	19.6	730312.0582	5831705.453
S12morningWA2thon	S12	morning	W	A2	thon	33	2	19.5	19.6	730312.0582	5831705.453
S12morningWA3miel	S12	morning	W	A3	miel	33	2	19.5	19.6	730308.5138	5831707.975
S12morningWA3thon	S12	morning	W	A3	thon	33	2	19.5	19.6	730308.5138	5831707.975
S12morningWA4miel	S12	morning	W	A4	miel	33	2	19.5	19.6	730307.4232	5831712.61
S12morningWA4thon	S12	morning	W	A4	thon	33	2	19.5	19.6	730307.4232	5831712.61
S12morningWA5miel	S12	morning	W	A5	miel	33	2	19.5	19.6	730309.0591	5831716.699
S12morningWA5thon	S12	morning	W	A5	thon	33	2	19.5	19.6	730309.0591	5831716.699
S12morningWB1miel	S12	morning	W	B1	miel	33	2	19.5	19.6	730314.7165	5831699.182
S12morningWB1thon	S12	morning	W	B1	thon	33	2	19.5	19.6	730314.7165	5831699.182
S12morningWB2miel	S12	morning	W	B2	miel	33	2	19.5	19.6	730309.3999	5831701.84
S12morningWB2thon	S12	morning	W	B2	thon	33	2	19.5	19.6	730309.3999	5831701.84
S12morningWB3miel	S12	morning	W	B3	miel	33	2	19.5	19.6	730303.0609	5831706.271
S12morningWB3thon	S12	morning	W	B3	thon	33	2	19.5	19.6	730303.0609	5831706.271
S12morningWB4miel	S12	morning	W	B4	miel	33	2	19.5	19.6	730302.7882	5831710.36
S12morningWB4thon	S12	morning	W	B4	thon	33	2	19.5	19.6	730302.7882	5831710.36
S12morningWB5miel	S12	morning	W	B5	miel	33	2	19.5	19.6	730304.2196	5831714.995
S12morningWB5thon	S12	morning	W	B5	thon	33	2	19.5	19.6	730304.2196	5831714.995
S12noonEA1miel	S12	noon	E	A1	miel	33	4	28.95	30.05	730345.2498	5831735.134
S12noonEA1thon	S12	noon	E	A1	thon	33	4	28.95	30.05	730345.2498	5831735.134
S12noonEA2miel	S12	noon	E	A2	miel	33	4	28.95	30.05	730343.8866	5831731.863
S12noonEA2thon	S12	noon	E	A2	thon	33	4	28.95	30.05	730343.8866	5831731.863
S12noonEA3miel	S12	noon	E	A3	miel	33	4	28.95	30.05	730342.6597	5831728.182
S12noonEA3thon	S12	noon	E	A3	thon	33	4	28.95	30.05	730342.6597	5831728.182
S12noonEA4miel	S12	noon	E	A4	miel	33	4	28.95	30.05	730340.7512	5831722.934
S12noonEA4thon	S12	noon	E	A4	thon	33	4	28.95	30.05	730340.7512	5831722.934
S12noonEA5miel	S12	noon	E	A5	miel	33	4	28.95	30.05	730339.1835	5831718.844
S12noonEA5thon	S12	noon	E	A5	thon	33	4	28.95	30.05	730339.1835	5831718.844
S12noonEB1miel	S12	noon	E	B1	miel	33	4	28.95	30.05	730349.6122	5831733.499
S12noonEB1thon	S12	noon	E	B1	thon	33	4	28.95	30.05	730349.6122	5831733.499
S12noonEB2miel	S12	noon	E	B2	miel	33	4	28.95	30.05	730348.1808	5831730.295
S12noonEB2thon	S12	noon	E	B2	thon	33	4	28.95	30.05	730348.1808	5831730.295
S12noonEB3miel	S12	noon	E	B3	miel	33	4	28.95	30.05	730346.8857	5831726.614
S12noonEB3thon	S12	noon	E	B3	thon	33	4	28.95	30.05	730346.8857	5831726.614
S12noonEB4miel	S12	noon	E	B4	miel	33	4	28.95	30.05	730344.9772	5831721.57
S12noonEB4thon	S12	noon	E	B4	thon	33	4	28.95	30.05	730344.9772	5831721.57
S12noonEB5miel	S12	noon	E	B5	miel	33	4	28.95	30.05	730343.4095	5831717.344
S12noonEB5thon	S12	noon	E	B5	thon	33	4	28.95	30.05	730343.4095	5831717.344
S12noonNA1miel	S12	noon	N	A1	miel	33	4	26.2	25.8	730319.2597	5831738.234
S12noonNA1thon	S12	noon	N	A1	thon	33	4	26.2	25.8	730319.2597	5831738.234
S12noonNA2miel	S12	noon	N	A2	miel	33	4	26.2	25.8	730320.8956	5831743.142
S12noonNA2thon	S12	noon	N	A2	thon	33	4	26.2	25.8	730320.8956	5831743.142
S12noonNA3miel	S12	noon	N	A3	miel	33	4	26.2	25.8	730322.1906	5831747.708
S12noonNA3thon	S12	noon	N	A3	thon	33	4	26.2	25.8	730322.1906	5831747.708
S12noonNA4miel	S12	noon	N	A4	miel	33	4	26.2	25.8	730329.0749	5831746.277
S12noonNA4thon	S12	noon	N	A4	thon	33	4	26.2	25.8	730329.0749	5831746.277
S12noonNA5miel	S12	noon	N	A5	miel	33	4	26.2	25.8	730332.483	5831744.982
S12noonNA5thon	S12	noon	N	A5	thon	33	4	26.2	25.8	730332.483	5831744.982
S12noonNB1miel	S12	noon	N	B1	miel	33	4	26.2	25.8	730315.8516	5831741.029
S12noonNB1thon	S12	noon	N	B1	thon	33	4	26.2	25.8	730315.8516	5831741.029
S12noonNB2miel	S12	noon	N	B2	miel	33	4	26.2	25.8	730317.4875	5831745.595
S12noonNB2thon	S12	noon	N	B2	thon	33	4	26.2	25.8	730317.4875	5831745.595
S12noonNB3miel	S12	noon	N	B3	miel	33	4	26.2	25.8	730323.4175	5831751.253
S12noonNB3thon	S12	noon	N	B3	thon	33	4	26.2	25.8	730323.4175	5831751.253
S12noonNB4miel	S12	noon	N	B4	miel	33	4	26.2	25.8	730330.2337	5831749.685
S12noonNB4thon	S12	noon	N	B4	thon	33	4	26.2	25.8	730330.2337	5831749.685
S12noonNB5miel	S12	noon	N	B5	miel	33	4	26.2	25.8	730333.7781	5831748.458
S12noonNB5thon	S12	noon	N	B5	thon	33	4	26.2	25.8	730333.7781	5831748.458
S12noonSA1miel	S12	noon	S	A1	miel	33	4	27.2	32.7	730334.6789	5831709.094
S12noonSA1thon	S12	noon	S	A1	thon	33	4	27.2	32.7	730334.6789	5831709.094
S12noonSA2miel	S12	noon	S	A2	miel	33	4	27.2	32.7	730333.1793	5831705.345
S12noonSA2thon	S12	noon	S	A2	thon	33	4	27.2	32.7	730333.1793	5831705.345
S12noonSA3miel	S12	noon	S	A3	miel	33	4	27.2	32.7	730333.9291	5831700.301
S12noonSA3thon	S12	noon	S	A3	thon	33	4	27.2	32.7	730333.9291	5831700.301
S12noonSA4miel	S12	noon	S	A4	miel	33	4	27.2	32.7	730327.6586	5831697.956
S12noonSA4thon	S12	noon	S	A4	thon	33	4	27.2	32.7	730327.6586	5831697.956
S12noonSA5miel	S12	noon	S	A5	miel	33	4	27.2	32.7	730323.2963	5831699.455
S12noonSA5thon	S12	noon	S	A5	thon	33	4	27.2	32.7	730323.2963	5831699.455
S12noonSB1miel	S12	noon	S	B1	miel	33	4	27.2	32.7	730338.973	5831707.254
S12noonSB1thon	S12	noon	S	B1	thon	33	4	27.2	32.7	730338.973	5831707.254
S12noonSB2miel	S12	noon	S	B2	miel	33	4	27.2	32.7	730337.7461	5831703.437
S12noonSB2thon	S12	noon	S	B2	thon	33	4	27.2	32.7	730337.7461	5831703.437
S12noonSB3miel	S12	noon	S	B3	miel	33	4	27.2	32.7	730336.7237	5831696.893
S12noonSB3thon	S12	noon	S	B3	thon	33	4	27.2	32.7	730336.7237	5831696.893
S12noonSB4miel	S12	noon	S	B4	miel	33	4	27.2	32.7	730326.2272	5831693.866
S12noonSB4thon	S12	noon	S	B4	thon	33	4	27.2	32.7	730326.2272	5831693.866
S12noonSB5miel	S12	noon	S	B5	miel	33	4	27.2	32.7	730321.933	5831695.297
S12noonSB5thon	S12	noon	S	B5	thon	33	4	27.2	32.7	730321.933	5831695.297
S12noonWA1miel	S12	noon	W	A1	miel	33	4	25.6	27.25	730316.5569	5831703.408
S12noonWA1thon	S12	noon	W	A1	thon	33	4	25.6	27.25	730316.5569	5831703.408
S12noonWA2miel	S12	noon	W	A2	miel	33	4	25.6	27.25	730312.0582	5831705.453
S12noonWA2thon	S12	noon	W	A2	thon	33	4	25.6	27.25	730312.0582	5831705.453
S12noonWA3miel	S12	noon	W	A3	miel	33	4	25.6	27.25	730308.5138	5831707.975
S12noonWA3thon	S12	noon	W	A3	thon	33	4	25.6	27.25	730308.5138	5831707.975
S12noonWA4miel	S12	noon	W	A4	miel	33	4	25.6	27.25	730307.4232	5831712.61
S12noonWA4thon	S12	noon	W	A4	thon	33	4	25.6	27.25	730307.4232	5831712.61
S12noonWA5miel	S12	noon	W	A5	miel	33	4	25.6	27.25	730309.0591	5831716.699
S12noonWA5thon	S12	noon	W	A5	thon	33	4	25.6	27.25	730309.0591	5831716.699
S12noonWB1miel	S12	noon	W	B1	miel	33	4	25.6	27.25	730314.7165	5831699.182
S12noonWB1thon	S12	noon	W	B1	thon	33	4	25.6	27.25	730314.7165	5831699.182
S12noonWB2miel	S12	noon	W	B2	miel	33	4	25.6	27.25	730309.3999	5831701.84
S12noonWB2thon	S12	noon	W	B2	thon	33	4	25.6	27.25	730309.3999	5831701.84
S12noonWB3miel	S12	noon	W	B3	miel	33	4	25.6	27.25	730303.0609	5831706.271
S12noonWB3thon	S12	noon	W	B3	thon	33	4	25.6	27.25	730303.0609	5831706.271
S12noonWB4miel	S12	noon	W	B4	miel	33	4	25.6	27.25	730302.7882	5831710.36
S12noonWB4thon	S12	noon	W	B4	thon	33	4	25.6	27.25	730302.7882	5831710.36
S12noonWB5miel	S12	noon	W	B5	miel	33	4	25.6	27.25	730304.2196	5831714.995
S12noonWB5thon	S12	noon	W	B5	thon	33	4	25.6	27.25	730304.2196	5831714.995
S13afternoonEA1miel	S13	afternoon	E	A1	miel	45	10	26.4	28.1	729902.4676	5831725.889
S13afternoonEA1thon	S13	afternoon	E	A1	thon	45	10	26.4	28.1	729902.4676	5831725.889
S13afternoonEA2miel	S13	afternoon	E	A2	miel	45	10	26.4	28.1	729906.7658	5831723.887
S13afternoonEA2thon	S13	afternoon	E	A2	thon	45	10	26.4	28.1	729906.7658	5831723.887
S13afternoonEA3miel	S13	afternoon	E	A3	miel	45	10	26.4	28.1	729910.5342	5831722.297
S13afternoonEA3thon	S13	afternoon	E	A3	thon	45	10	26.4	28.1	729910.5342	5831722.297
S13afternoonEA4miel	S13	afternoon	E	A4	miel	45	10	26.4	28.1	729912.8879	5831717.506
S13afternoonEA4thon	S13	afternoon	E	A4	thon	45	10	26.4	28.1	729912.8879	5831717.506
S13afternoonEA5miel	S13	afternoon	E	A5	miel	45	10	26.4	28.1	729911.357	5831713.856
S13afternoonEA5thon	S13	afternoon	E	A5	thon	45	10	26.4	28.1	729911.357	5831713.856
S13afternoonEB1miel	S13	afternoon	E	B1	miel	45	10	26.4	28.1	729904.234	5831729.186
S13afternoonEB1thon	S13	afternoon	E	B1	thon	45	10	26.4	28.1	729904.234	5831729.186
S13afternoonEB2miel	S13	afternoon	E	B2	miel	45	10	26.4	28.1	729908.65	5831727.537
S13afternoonEB2thon	S13	afternoon	E	B2	thon	45	10	26.4	28.1	729908.65	5831727.537
S13afternoonEB3miel	S13	afternoon	E	B3	miel	45	10	26.4	28.1	729912.4772	5831725.535
S13afternoonEB3thon	S13	afternoon	E	B3	thon	45	10	26.4	28.1	729912.4772	5831725.535
S13afternoonEB4miel	S13	afternoon	E	B4	miel	45	10	26.4	28.1	729917.4069	5831718.626
S13afternoonEB4thon	S13	afternoon	E	B4	thon	45	10	26.4	28.1	729917.4069	5831718.626
S13afternoonEB5miel	S13	afternoon	E	B5	miel	45	10	26.4	28.1	729916.3062	5831714.803
S13afternoonEB5thon	S13	afternoon	E	B5	thon	45	10	26.4	28.1	729916.3062	5831714.803
S13afternoonNA1miel	S13	afternoon	N	A1	miel	45	10	24.6	25.7	729875.5592	5831739.932
S13afternoonNA1thon	S13	afternoon	N	A1	thon	45	10	24.6	25.7	729875.5592	5831739.932
S13afternoonNA2miel	S13	afternoon	N	A2	miel	45	10	24.6	25.7	729879.0419	5831738.1
S13afternoonNA2thon	S13	afternoon	N	A2	thon	45	10	24.6	25.7	729879.0419	5831738.1
S13afternoonNA3miel	S13	afternoon	N	A3	miel	45	10	24.6	25.7	729883.2128	5831736.072
S13afternoonNA3thon	S13	afternoon	N	A3	thon	45	10	24.6	25.7	729883.2128	5831736.072
S13afternoonNA4miel	S13	afternoon	N	A4	miel	45	10	24.6	25.7	729887.6734	5831733.755
S13afternoonNA4thon	S13	afternoon	N	A4	thon	45	10	24.6	25.7	729887.6734	5831733.755
S13afternoonNA5miel	S13	afternoon	N	A5	miel	45	10	24.6	25.7	729892.1919	5831731.496
S13afternoonNA5thon	S13	afternoon	N	A5	thon	45	10	24.6	25.7	729892.1919	5831731.496
S13afternoonNB1miel	S13	afternoon	N	B1	miel	45	10	24.6	25.7	729877.5023	5831742.522
S13afternoonNB1thon	S13	afternoon	N	B1	thon	45	10	24.6	25.7	729877.5023	5831742.522
S13afternoonNB2miel	S13	afternoon	N	B2	miel	45	10	24.6	25.7	729880.8377	5831741.17
S13afternoonNB2thon	S13	afternoon	N	B2	thon	45	10	24.6	25.7	729880.8377	5831741.17
S13afternoonNB3miel	S13	afternoon	N	B3	miel	45	10	24.6	25.7	729885.0666	5831739.432
S13afternoonNB3thon	S13	afternoon	N	B3	thon	45	10	24.6	25.7	729885.0666	5831739.432
S13afternoonNB4miel	S13	afternoon	N	B4	miel	45	10	24.6	25.7	729889.5851	5831737.231
S13afternoonNB4thon	S13	afternoon	N	B4	thon	45	10	24.6	25.7	729889.5851	5831737.231
S13afternoonNB5miel	S13	afternoon	N	B5	miel	45	10	24.6	25.7	729894.1036	5831735.087
S13afternoonNB5thon	S13	afternoon	N	B5	thon	45	10	24.6	25.7	729894.1036	5831735.087
S13afternoonSA1miel	S13	afternoon	S	A1	miel	45	10	31.6	32.15	729908.1183	5831702.276
S13afternoonSA1thon	S13	afternoon	S	A1	thon	45	10	31.6	32.15	729908.1183	5831702.276
S13afternoonSA2miel	S13	afternoon	S	A2	miel	45	10	31.6	32.15	729905.8809	5831698.684
S13afternoonSA2thon	S13	afternoon	S	A2	thon	45	10	31.6	32.15	729905.8809	5831698.684
S13afternoonSA3miel	S13	afternoon	S	A3	miel	45	10	31.6	32.15	729903.1135	5831695.092
S13afternoonSA3thon	S13	afternoon	S	A3	thon	45	10	31.6	32.15	729903.1135	5831695.092
S13afternoonSA4miel	S13	afternoon	S	A4	miel	45	10	31.6	32.15	729898.4031	5831695.858
S13afternoonSA4thon	S13	afternoon	S	A4	thon	45	10	31.6	32.15	729898.4031	5831695.858
S13afternoonSA5miel	S13	afternoon	S	A5	miel	45	10	31.6	32.15	729894.5758	5831697.565
S13afternoonSA5thon	S13	afternoon	S	A5	thon	45	10	31.6	32.15	729894.5758	5831697.565
S13afternoonSB1miel	S13	afternoon	S	B1	miel	45	10	31.6	32.15	729912.2988	5831700.274
S13afternoonSB1thon	S13	afternoon	S	B1	thon	45	10	31.6	32.15	729912.2988	5831700.274
S13afternoonSB2miel	S13	afternoon	S	B2	miel	45	10	31.6	32.15	729910.3558	5831696.388
S13afternoonSB2thon	S13	afternoon	S	B2	thon	45	10	31.6	32.15	729910.3558	5831696.388
S13afternoonSB3miel	S13	afternoon	S	B3	miel	45	10	31.6	32.15	729904.2322	5831690.853
S13afternoonSB3thon	S13	afternoon	S	B3	thon	45	10	31.6	32.15	729904.2322	5831690.853
S13afternoonSB4miel	S13	afternoon	S	B4	miel	45	10	31.6	32.15	729896.6715	5831691.777
S13afternoonSB4thon	S13	afternoon	S	B4	thon	45	10	31.6	32.15	729896.6715	5831691.777
S13afternoonSB5miel	S13	afternoon	S	B5	miel	45	10	31.6	32.15	729892.4745	5831693.565
S13afternoonSB5thon	S13	afternoon	S	B5	thon	45	10	31.6	32.15	729892.4745	5831693.565
S13afternoonWA1miel	S13	afternoon	W	A1	miel	45	10	33.3	34.2	729877.8479	5831708.856
S13afternoonWA1thon	S13	afternoon	W	A1	thon	45	10	33.3	34.2	729877.8479	5831708.856
S13afternoonWA2miel	S13	afternoon	W	A2	miel	45	10	33.3	34.2	729873.9619	5831710.799
S13afternoonWA2thon	S13	afternoon	W	A2	thon	45	10	33.3	34.2	729873.9619	5831710.799
S13afternoonWA3miel	S13	afternoon	W	A3	miel	45	10	33.3	34.2	729871.3972	5831712.061
S13afternoonWA3thon	S13	afternoon	W	A3	thon	45	10	33.3	34.2	729871.3972	5831712.061
S13afternoonWA4miel	S13	afternoon	W	A4	miel	45	10	33.3	34.2	729868.5709	5831713.651
S13afternoonWA4thon	S13	afternoon	W	A4	thon	45	10	33.3	34.2	729868.5709	5831713.651
S13afternoonWA5miel	S13	afternoon	W	A5	miel	45	10	33.3	34.2	729864.6353	5831714.608
S13afternoonWA5thon	S13	afternoon	W	A5	thon	45	10	33.3	34.2	729864.6353	5831714.608
S13afternoonWB1miel	S13	afternoon	W	B1	miel	45	10	33.3	34.2	729875.6717	5831705.592
S13afternoonWB1thon	S13	afternoon	W	B1	thon	45	10	33.3	34.2	729875.6717	5831705.592
S13afternoonWB2miel	S13	afternoon	W	B2	miel	45	10	33.3	34.2	729871.8094	5831707.468
S13afternoonWB2thon	S13	afternoon	W	B2	thon	45	10	33.3	34.2	729871.8094	5831707.468
S13afternoonWB3miel	S13	afternoon	W	B3	miel	45	10	33.3	34.2	729869.0654	5831709.012
S13afternoonWB3thon	S13	afternoon	W	B3	thon	45	10	33.3	34.2	729869.0654	5831709.012
S13afternoonWB4miel	S13	afternoon	W	B4	miel	45	10	33.3	34.2	729864.9462	5831710.955
S13afternoonWB4thon	S13	afternoon	W	B4	thon	45	10	33.3	34.2	729864.9462	5831710.955
S13afternoonWB5miel	S13	afternoon	W	B5	miel	45	10	33.3	34.2	729860.3607	5831712.898
S13afternoonWB5thon	S13	afternoon	W	B5	thon	45	10	33.3	34.2	729860.3607	5831712.898
S13morningEA1miel	S13	morning	E	A1	miel	45	3	17.3	17.4	729902.4676	5831725.889
S13morningEA1thon	S13	morning	E	A1	thon	45	3	17.3	17.4	729902.4676	5831725.889
S13morningEA2miel	S13	morning	E	A2	miel	45	3	17.3	17.4	729906.7658	5831723.887
S13morningEA2thon	S13	morning	E	A2	thon	45	3	17.3	17.4	729906.7658	5831723.887
S13morningEA3miel	S13	morning	E	A3	miel	45	3	17.3	17.4	729910.5342	5831722.297
S13morningEA3thon	S13	morning	E	A3	thon	45	3	17.3	17.4	729910.5342	5831722.297
S13morningEA4miel	S13	morning	E	A4	miel	45	3	17.3	17.4	729912.8879	5831717.506
S13morningEA4thon	S13	morning	E	A4	thon	45	3	17.3	17.4	729912.8879	5831717.506
S13morningEA5miel	S13	morning	E	A5	miel	45	3	17.3	17.4	729911.357	5831713.856
S13morningEA5thon	S13	morning	E	A5	thon	45	3	17.3	17.4	729911.357	5831713.856
S13morningEB1miel	S13	morning	E	B1	miel	45	3	17.3	17.4	729904.234	5831729.186
S13morningEB1thon	S13	morning	E	B1	thon	45	3	17.3	17.4	729904.234	5831729.186
S13morningEB2miel	S13	morning	E	B2	miel	45	3	17.3	17.4	729908.65	5831727.537
S13morningEB2thon	S13	morning	E	B2	thon	45	3	17.3	17.4	729908.65	5831727.537
S13morningEB3miel	S13	morning	E	B3	miel	45	3	17.3	17.4	729912.4772	5831725.535
S13morningEB3thon	S13	morning	E	B3	thon	45	3	17.3	17.4	729912.4772	5831725.535
S13morningEB4miel	S13	morning	E	B4	miel	45	3	17.3	17.4	729917.4069	5831718.626
S13morningEB4thon	S13	morning	E	B4	thon	45	3	17.3	17.4	729917.4069	5831718.626
S13morningEB5miel	S13	morning	E	B5	miel	45	3	17.3	17.4	729916.3062	5831714.803
S13morningEB5thon	S13	morning	E	B5	thon	45	3	17.3	17.4	729916.3062	5831714.803
S13morningNA1miel	S13	morning	N	A1	miel	45	3	18.8	19.6	729875.5592	5831739.932
S13morningNA1thon	S13	morning	N	A1	thon	45	3	18.8	19.6	729875.5592	5831739.932
S13morningNA2miel	S13	morning	N	A2	miel	45	3	18.8	19.6	729879.0419	5831738.1
S13morningNA2thon	S13	morning	N	A2	thon	45	3	18.8	19.6	729879.0419	5831738.1
S13morningNA3miel	S13	morning	N	A3	miel	45	3	18.8	19.6	729883.2128	5831736.072
S13morningNA3thon	S13	morning	N	A3	thon	45	3	18.8	19.6	729883.2128	5831736.072
S13morningNA4miel	S13	morning	N	A4	miel	45	3	18.8	19.6	729887.6734	5831733.755
S13morningNA4thon	S13	morning	N	A4	thon	45	3	18.8	19.6	729887.6734	5831733.755
S13morningNA5miel	S13	morning	N	A5	miel	45	3	18.8	19.6	729892.1919	5831731.496
S13morningNA5thon	S13	morning	N	A5	thon	45	3	18.8	19.6	729892.1919	5831731.496
S13morningNB1miel	S13	morning	N	B1	miel	45	3	18.8	19.6	729877.5023	5831742.522
S13morningNB1thon	S13	morning	N	B1	thon	45	3	18.8	19.6	729877.5023	5831742.522
S13morningNB2miel	S13	morning	N	B2	miel	45	3	18.8	19.6	729880.8377	5831741.17
S13morningNB2thon	S13	morning	N	B2	thon	45	3	18.8	19.6	729880.8377	5831741.17
S13morningNB3miel	S13	morning	N	B3	miel	45	3	18.8	19.6	729885.0666	5831739.432
S13morningNB3thon	S13	morning	N	B3	thon	45	3	18.8	19.6	729885.0666	5831739.432
S13morningNB4miel	S13	morning	N	B4	miel	45	3	18.8	19.6	729889.5851	5831737.231
S13morningNB4thon	S13	morning	N	B4	thon	45	3	18.8	19.6	729889.5851	5831737.231
S13morningNB5miel	S13	morning	N	B5	miel	45	3	18.8	19.6	729894.1036	5831735.087
S13morningNB5thon	S13	morning	N	B5	thon	45	3	18.8	19.6	729894.1036	5831735.087
S13morningSA1miel	S13	morning	S	A1	miel	45	3	21	22.7	729908.1183	5831702.276
S13morningSA1thon	S13	morning	S	A1	thon	45	3	21	22.7	729908.1183	5831702.276
S13morningSA2miel	S13	morning	S	A2	miel	45	3	21	22.7	729905.8809	5831698.684
S13morningSA2thon	S13	morning	S	A2	thon	45	3	21	22.7	729905.8809	5831698.684
S13morningSA3miel	S13	morning	S	A3	miel	45	3	21	22.7	729903.1135	5831695.092
S13morningSA3thon	S13	morning	S	A3	thon	45	3	21	22.7	729903.1135	5831695.092
S13morningSA4miel	S13	morning	S	A4	miel	45	3	21	22.7	729898.4031	5831695.858
S13morningSA4thon	S13	morning	S	A4	thon	45	3	21	22.7	729898.4031	5831695.858
S13morningSA5miel	S13	morning	S	A5	miel	45	3	21	22.7	729894.5758	5831697.565
S13morningSA5thon	S13	morning	S	A5	thon	45	3	21	22.7	729894.5758	5831697.565
S13morningSB1miel	S13	morning	S	B1	miel	45	3	21	22.7	729912.2988	5831700.274
S13morningSB1thon	S13	morning	S	B1	thon	45	3	21	22.7	729912.2988	5831700.274
S13morningSB2miel	S13	morning	S	B2	miel	45	3	21	22.7	729910.3558	5831696.388
S13morningSB2thon	S13	morning	S	B2	thon	45	3	21	22.7	729910.3558	5831696.388
S13morningSB3miel	S13	morning	S	B3	miel	45	3	21	22.7	729904.2322	5831690.853
S13morningSB3thon	S13	morning	S	B3	thon	45	3	21	22.7	729904.2322	5831690.853
S13morningSB4miel	S13	morning	S	B4	miel	45	3	21	22.7	729896.6715	5831691.777
S13morningSB4thon	S13	morning	S	B4	thon	45	3	21	22.7	729896.6715	5831691.777
S13morningSB5miel	S13	morning	S	B5	miel	45	3	21	22.7	729892.4745	5831693.565
S13morningSB5thon	S13	morning	S	B5	thon	45	3	21	22.7	729892.4745	5831693.565
S13morningWA1miel	S13	morning	W	A1	miel	45	3	20.6	19.9	729877.8479	5831708.856
S13morningWA1thon	S13	morning	W	A1	thon	45	3	20.6	19.9	729877.8479	5831708.856
S13morningWA2miel	S13	morning	W	A2	miel	45	3	20.6	19.9	729873.9619	5831710.799
S13morningWA2thon	S13	morning	W	A2	thon	45	3	20.6	19.9	729873.9619	5831710.799
S13morningWA3miel	S13	morning	W	A3	miel	45	3	20.6	19.9	729871.3972	5831712.061
S13morningWA3thon	S13	morning	W	A3	thon	45	3	20.6	19.9	729871.3972	5831712.061
S13morningWA4miel	S13	morning	W	A4	miel	45	3	20.6	19.9	729868.5709	5831713.651
S13morningWA4thon	S13	morning	W	A4	thon	45	3	20.6	19.9	729868.5709	5831713.651
S13morningWA5miel	S13	morning	W	A5	miel	45	3	20.6	19.9	729864.6353	5831714.608
S13morningWA5thon	S13	morning	W	A5	thon	45	3	20.6	19.9	729864.6353	5831714.608
S13morningWB1miel	S13	morning	W	B1	miel	45	3	20.6	19.9	729875.6717	5831705.592
S13morningWB1thon	S13	morning	W	B1	thon	45	3	20.6	19.9	729875.6717	5831705.592
S13morningWB2miel	S13	morning	W	B2	miel	45	3	20.6	19.9	729871.8094	5831707.468
S13morningWB2thon	S13	morning	W	B2	thon	45	3	20.6	19.9	729871.8094	5831707.468
S13morningWB3miel	S13	morning	W	B3	miel	45	3	20.6	19.9	729869.0654	5831709.012
S13morningWB3thon	S13	morning	W	B3	thon	45	3	20.6	19.9	729869.0654	5831709.012
S13morningWB4miel	S13	morning	W	B4	miel	45	3	20.6	19.9	729864.9462	5831710.955
