ID	zone	building	time	Bface	position	baitType	empty	tap_mag	tap_err	las_nig	las_ema	myr_spe	myr_sab	myr_sch	myr_gra	tet_sp	sol_fug	for_cun	for_ruf	for_fus	pla_pyg	tem_sp
S4noonNB3thon	invaded	S4	noon	N	B3	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonNB4miel	invaded	S4	noon	N	B4	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonNB4thon	invaded	S4	noon	N	B4	thon	no	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
S4noonNB5miel	invaded	S4	noon	N	B5	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonNB5thon	invaded	S4	noon	N	B5	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEA1miel	invaded	S4	noon	E	A1	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEA1thon	invaded	S4	noon	E	A1	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEA2miel	invaded	S4	noon	E	A2	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEA2thon	invaded	S4	noon	E	A2	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEA3miel	invaded	S4	noon	E	A3	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEA3thon	invaded	S4	noon	E	A3	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEA4miel	invaded	S4	noon	E	A4	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEA4thon	invaded	S4	noon	E	A4	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEA5miel	invaded	S4	noon	E	A5	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEA5thon	invaded	S4	noon	E	A5	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEB1miel	invaded	S4	noon	E	B1	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEB1thon	invaded	S4	noon	E	B1	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEB2miel	invaded	S4	noon	E	B2	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEB2thon	invaded	S4	noon	E	B2	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEB3miel	invaded	S4	noon	E	B3	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEB3thon	invaded	S4	noon	E	B3	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEB4miel	invaded	S4	noon	E	B4	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEB4thon	invaded	S4	noon	E	B4	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEB5miel	invaded	S4	noon	E	B5	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonEB5thon	invaded	S4	noon	E	B5	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonSA1miel	invaded	S4	noon	S	A1	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonSA1thon	invaded	S4	noon	S	A1	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonSA2miel	invaded	S4	noon	S	A2	miel	no	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0
S4noonSA2thon	invaded	S4	noon	S	A2	thon	no	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0
S4noonSA3miel	invaded	S4	noon	S	A3	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonSA3thon	invaded	S4	noon	S	A3	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonSA4miel	invaded	S4	noon	S	A4	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonSA4thon	invaded	S4	noon	S	A4	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonSA5miel	invaded	S4	noon	S	A5	miel	no	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonSA5thon	invaded	S4	noon	S	A5	thon	no	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonSB1miel	invaded	S4	noon	S	B1	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonSB1thon	invaded	S4	noon	S	B1	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonSB2miel	invaded	S4	noon	S	B2	miel	no	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
S4noonSB2thon	invaded	S4	noon	S	B2	thon	no	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
S4noonSB3miel	invaded	S4	noon	S	B3	miel	no	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonSB3thon	invaded	S4	noon	S	B3	thon	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonSB4miel	invaded	S4	noon	S	B4	miel	no	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S4noonSB4thon	invaded	S4	noon	S	B4	thon	no	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
S4noonSB5miel	invaded	S4	noon	S	B5	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonSB5thon	invaded	S4	noon	S	B5	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWA1miel	invaded	S4	noon	W	A1	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWA1thon	invaded	S4	noon	W	A1	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWA2miel	invaded	S4	noon	W	A2	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWA2thon	invaded	S4	noon	W	A2	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWA3miel	invaded	S4	noon	W	A3	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWA3thon	invaded	S4	noon	W	A3	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWA4miel	invaded	S4	noon	W	A4	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWA4thon	invaded	S4	noon	W	A4	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWA5miel	invaded	S4	noon	W	A5	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWA5thon	invaded	S4	noon	W	A5	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWB1miel	invaded	S4	noon	W	B1	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWB1thon	invaded	S4	noon	W	B1	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWB2miel	invaded	S4	noon	W	B2	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWB2thon	invaded	S4	noon	W	B2	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWB3miel	invaded	S4	noon	W	B3	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWB3thon	invaded	S4	noon	W	B3	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWB4miel	invaded	S4	noon	W	B4	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWB4thon	invaded	S4	noon	W	B4	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWB5miel	invaded	S4	noon	W	B5	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4noonWB5thon	invaded	S4	noon	W	B5	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonNA1miel	invaded	S4	afternoon	N	A1	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonNA1thon	invaded	S4	afternoon	N	A1	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonNA2miel	invaded	S4	afternoon	N	A2	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonNA2thon	invaded	S4	afternoon	N	A2	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonNA3miel	invaded	S4	afternoon	N	A3	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonNA3thon	invaded	S4	afternoon	N	A3	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonNA4miel	invaded	S4	afternoon	N	A4	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonNA4thon	invaded	S4	afternoon	N	A4	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonNA5miel	invaded	S4	afternoon	N	A5	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonNA5thon	invaded	S4	afternoon	N	A5	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonNB1miel	invaded	S4	afternoon	N	B1	miel	no	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
S4afternoonNB1thon	invaded	S4	afternoon	N	B1	thon	no	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
S4afternoonNB2miel	invaded	S4	afternoon	N	B2	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonNB2thon	invaded	S4	afternoon	N	B2	thon	no	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonNB3miel	invaded	S4	afternoon	N	B3	miel	no	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
S4afternoonNB3thon	invaded	S4	afternoon	N	B3	thon	no	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
S4afternoonNB4miel	invaded	S4	afternoon	N	B4	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonNB4thon	invaded	S4	afternoon	N	B4	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonNB5miel	invaded	S4	afternoon	N	B5	miel	no	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonNB5thon	invaded	S4	afternoon	N	B5	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonEA1miel	invaded	S4	afternoon	E	A1	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonEA1thon	invaded	S4	afternoon	E	A1	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonEA2miel	invaded	S4	afternoon	E	A2	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonEA2thon	invaded	S4	afternoon	E	A2	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonEA3miel	invaded	S4	afternoon	E	A3	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonEA3thon	invaded	S4	afternoon	E	A3	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonEA4miel	invaded	S4	afternoon	E	A4	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonEA4thon	invaded	S4	afternoon	E	A4	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonEA5miel	invaded	S4	afternoon	E	A5	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonEA5thon	invaded	S4	afternoon	E	A5	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonEB1miel	invaded	S4	afternoon	E	B1	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonEB1thon	invaded	S4	afternoon	E	B1	thon	no	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonEB2miel	invaded	S4	afternoon	E	B2	miel	no	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
S4afternoonEB2thon	invaded	S4	afternoon	E	B2	thon	no	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonEB3miel	invaded	S4	afternoon	E	B3	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonEB3thon	invaded	S4	afternoon	E	B3	thon	no	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
S4afternoonEB4miel	invaded	S4	afternoon	E	B4	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonEB4thon	invaded	S4	afternoon	E	B4	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonEB5miel	invaded	S4	afternoon	E	B5	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonEB5thon	invaded	S4	afternoon	E	B5	thon	no	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonSA1miel	invaded	S4	afternoon	S	A1	miel	no	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0
S4afternoonSA1thon	invaded	S4	afternoon	S	A1	thon	no	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0
S4afternoonSA2miel	invaded	S4	afternoon	S	A2	miel	no	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
S4afternoonSA2thon	invaded	S4	afternoon	S	A2	thon	no	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0
S4afternoonSA3miel	invaded	S4	afternoon	S	A3	miel	no	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
S4afternoonSA3thon	invaded	S4	afternoon	S	A3	thon	no	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0
S4afternoonSA4miel	invaded	S4	afternoon	S	A4	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonSA4thon	invaded	S4	afternoon	S	A4	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonSA5miel	invaded	S4	afternoon	S	A5	miel	no	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonSA5thon	invaded	S4	afternoon	S	A5	thon	no	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonSB1miel	invaded	S4	afternoon	S	B1	miel	no	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
S4afternoonSB1thon	invaded	S4	afternoon	S	B1	thon	no	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
S4afternoonSB2miel	invaded	S4	afternoon	S	B2	miel	no	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonSB2thon	invaded	S4	afternoon	S	B2	thon	no	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonSB3miel	invaded	S4	afternoon	S	B3	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonSB3thon	invaded	S4	afternoon	S	B3	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonSB4miel	invaded	S4	afternoon	S	B4	miel	no	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonSB4thon	invaded	S4	afternoon	S	B4	thon	no	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonSB5miel	invaded	S4	afternoon	S	B5	miel	no	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
S4afternoonSB5thon	invaded	S4	afternoon	S	B5	thon	no	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
S4afternoonWA1miel	invaded	S4	afternoon	W	A1	miel	no	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonWA1thon	invaded	S4	afternoon	W	A1	thon	no	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonWA2miel	invaded	S4	afternoon	W	A2	miel	no	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonWA2thon	invaded	S4	afternoon	W	A2	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonWA3miel	invaded	S4	afternoon	W	A3	miel	no	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonWA3thon	invaded	S4	afternoon	W	A3	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonWA4miel	invaded	S4	afternoon	W	A4	miel	no	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonWA4thon	invaded	S4	afternoon	W	A4	thon	no	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonWA5miel	invaded	S4	afternoon	W	A5	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonWA5thon	invaded	S4	afternoon	W	A5	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonWB1miel	invaded	S4	afternoon	W	B1	miel	no	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonWB1thon	invaded	S4	afternoon	W	B1	thon	no	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonWB2miel	invaded	S4	afternoon	W	B2	miel	no	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
S4afternoonWB2thon	invaded	S4	afternoon	W	B2	thon	no	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
S4afternoonWB3miel	invaded	S4	afternoon	W	B3	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonWB3thon	invaded	S4	afternoon	W	B3	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonWB4miel	invaded	S4	afternoon	W	B4	miel	no	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonWB4thon	invaded	S4	afternoon	W	B4	thon	no	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonWB5miel	invaded	S4	afternoon	W	B5	miel	no	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
S4afternoonWB5thon	invaded	S4	afternoon	W	B5	thon	no	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNA1miel	invaded	S5	morning	N	A1	miel	no	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNA1thon	invaded	S5	morning	N	A1	thon	no	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNA2miel	invaded	S5	morning	N	A2	miel	no	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNA2thon	invaded	S5	morning	N	A2	thon	no	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNA3miel	invaded	S5	morning	N	A3	miel	no	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNA3thon	invaded	S5	morning	N	A3	thon	no	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNA4miel	invaded	S5	morning	N	A4	miel	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNA4thon	invaded	S5	morning	N	A4	thon	no	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNA5miel	invaded	S5	morning	N	A5	miel	no	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNA5thon	invaded	S5	morning	N	A5	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNB1miel	invaded	S5	morning	N	B1	miel	no	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNB1thon	invaded	S5	morning	N	B1	thon	no	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNB2miel	invaded	S5	morning	N	B2	miel	no	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNB2thon	invaded	S5	morning	N	B2	thon	no	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNB3miel	invaded	S5	morning	N	B3	miel	no	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNB3thon	invaded	S5	morning	N	B3	thon	no	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNB4miel	invaded	S5	morning	N	B4	miel	no	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNB4thon	invaded	S5	morning	N	B4	thon	no	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNB5miel	invaded	S5	morning	N	B5	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningNB5thon	invaded	S5	morning	N	B5	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEA1miel	invaded	S5	morning	E	A1	miel	no	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEA1thon	invaded	S5	morning	E	A1	thon	no	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEA2miel	invaded	S5	morning	E	A2	miel	no	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEA2thon	invaded	S5	morning	E	A2	thon	no	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEA3miel	invaded	S5	morning	E	A3	miel	no	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEA3thon	invaded	S5	morning	E	A3	thon	no	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEA4miel	invaded	S5	morning	E	A4	miel	no	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEA4thon	invaded	S5	morning	E	A4	thon	no	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEA5miel	invaded	S5	morning	E	A5	miel	no	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEA5thon	invaded	S5	morning	E	A5	thon	no	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEB1miel	invaded	S5	morning	E	B1	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEB1thon	invaded	S5	morning	E	B1	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEB2miel	invaded	S5	morning	E	B2	miel	no	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEB2thon	invaded	S5	morning	E	B2	thon	no	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEB3miel	invaded	S5	morning	E	B3	miel	no	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEB3thon	invaded	S5	morning	E	B3	thon	no	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEB4miel	invaded	S5	morning	E	B4	miel	no	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEB4thon	invaded	S5	morning	E	B4	thon	no	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEB5miel	invaded	S5	morning	E	B5	miel	no	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningEB5thon	invaded	S5	morning	E	B5	thon	no	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningSA1miel	invaded	S5	morning	S	A1	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningSA1thon	invaded	S5	morning	S	A1	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningSA2miel	invaded	S5	morning	S	A2	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningSA2thon	invaded	S5	morning	S	A2	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningSA3miel	invaded	S5	morning	S	A3	miel	no	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S5morningSA3thon	invaded	S5	morning	S	A3	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningSA4miel	invaded	S5	morning	S	A4	miel	no	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
S5morningSA4thon	invaded	S5	morning	S	A4	thon	no	0	0	3	0	27	0	0	0	0	0	0	0	0	0	0
S5morningSA5miel	invaded	S5	morning	S	A5	miel	no	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0
S5morningSA5thon	invaded	S5	morning	S	A5	thon	no	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S5morningSB1miel	invaded	S5	morning	S	B1	miel	no	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
S5morningSB1thon	invaded	S5	morning	S	B1	thon	no	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
S5morningSB2miel	invaded	S5	morning	S	B2	miel	no	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
S5morningSB2thon	invaded	S5	morning	S	B2	thon	no	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S5morningSB3miel	invaded	S5	morning	S	B3	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningSB3thon	invaded	S5	morning	S	B3	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningSB4miel	invaded	S5	morning	S	B4	miel	no	0	0	23	0	2	0	0	0	0	0	0	0	0	0	0
S5morningSB4thon	invaded	S5	morning	S	B4	thon	no	0	0	29	0	1	0	0	0	0	0	0	0	0	0	0
S5morningSB5miel	invaded	S5	morning	S	B5	miel	no	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S5morningSB5thon	invaded	S5	morning	S	B5	thon	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningWA1miel	invaded	S5	morning	W	A1	miel	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningWA1thon	invaded	S5	morning	W	A1	thon	no	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningWA2miel	invaded	S5	morning	W	A2	miel	no	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0
S5morningWA2thon	invaded	S5	morning	W	A2	thon	no	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningWA3miel	invaded	S5	morning	W	A3	miel	no	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningWA3thon	invaded	S5	morning	W	A3	thon	no	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningWA4miel	invaded	S5	morning	W	A4	miel	no	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningWA4thon	invaded	S5	morning	W	A4	thon	no	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningWA5miel	invaded	S5	morning	W	A5	miel	no	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningWA5thon	invaded	S5	morning	W	A5	thon	no	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningWB1miel	invaded	S5	morning	W	B1	miel	no	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningWB1thon	invaded	S5	morning	W	B1	thon	no	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningWB2miel	invaded	S5	morning	W	B2	miel	no	24	0	0	0	6	0	0	0	0	0	0	0	0	0	0
S5morningWB2thon	invaded	S5	morning	W	B2	thon	no	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S5morningWB3miel	invaded	S5	morning	W	B3	miel	no	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0
S5morningWB3thon	invaded	S5	morning	W	B3	thon	no	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
S5morningWB4miel	invaded	S5	morning	W	B4	miel	no	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
S5morningWB4thon	invaded	S5	morning	W	B4	thon	no	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
S5morningWB5miel	invaded	S5	morning	W	B5	miel	no	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
